"id","author","link_p","title","middle_data","attributes","link_web"
51,"| 蘇家華 | 21-04-2023 22:42 | ","https://resource01-proxy.ulifestyle.com.hk/res/v3/image/content/3505000/3509152/0420_40maff_01_1024.jpg","日本農林水產省善用 ChatGPT 主責簡化官方文件","現時全球多個機構或企業已開始用 ChatGPT 等 AI 工具，成為打工仔的工作好幫手。日前日本政府部門農林水產省都善用 ChatGPT，專門簡化官方文件，便其更易令人明白。

日本農林水產省大臣野村哲郎表示，日本農林水產省現正使用 OpenAI 旗下 AI 工具 ChatGPT 來簡化官方文件，使其更易看得明白。當中是日本政府部門首度使用 ChatGPT 來協助處理工作，而 ChatGPT 也只會處理已經公開的資訊，不存在收再機密資料的可能。

早前日本經濟產業省也計劃使用 AI 工具來更新補貼填寫申請和其他公共網上手冊，而原來日本每年都要修改數千頁的監管規定，目前該部門就將這項任務全部外判出去。","Tech","/wbase/51
"
52,"| 蘇家華 | 21-04-2023 21:05 | ","https://resource01-proxy.ulifestyle.com.hk/res/v3/image/content/3505000/3508246/0419_20iphone15_01_1024.jpg","傳 iPhone 15 及 15 Plus 起用磨砂機背 觀感更似 Pro 型號","之前關於 iPhone 15 系列的傳聞都跟高階的 Pro 型號有關，較少跟 iPhone 15 及 15 Plus 有關，不過近日一個微博 post 就傳出 iPhone 15 及 15 Plus 將起用磨砂機背，令觀感更似 Pro 型號。

近日一個微博 post 透露  iPhone 15 及 15 Plus 將用磨砂玻璃機背，令觀感更似 Pro 型號，而此前這個微博帳戶曾「透露」iPhone 14 會加推黃色版的。不過，有傳聞稱 iPhone 15 及 iPhone 15 Plus 仍用鋁製框架和相同的邊框尺寸，只有 iPhone 15 Pro 機型會採用新鈦金屬框架，而顯示屏周圍的邊框也會更纖薄。事實上 iPhone 的 Pro 型號是會有部分現元素下放於普通版之中，如 OLED 屏幕最初只配備於 iPhone 12 Pro 系列，而動態島是去年 iPhone 14 Pro 系列的獨家配置，但來到即將推出的 iPhone 15 系列就會全型號配備。","Tech","/wbase/52"
53,"| 黃俊翔 | 21-04-2023 19:41 | ","https://resource01-proxy.ulifestyle.com.hk/res/v3/image/content/3510000/3510552/2304217link01_1024.jpg","Linksys 推出 5G CPE 裝置 伙 csl 推出優惠月費免費送機","Linksys 在香港發佈全新的 Linksys FGW5500 5G WiFi 6 CPE 路由器，它是針對家居 5G 寬頻而設的產品，今次更與 csl 合作，只要選擇指定服務計劃，用戶便可免費入手。

Linksys FGW5500 5G WiFi 6 CPE 路由器，支援雙頻 WiFi 6 模式，只要插入 SIM 卡後，便可提供全居家居寬頻上網，完全免除拉線的麻煩，特別適合唐樓、村屋等光纖網絡未有覆蓋的地區使用。在規格上此機支援 WiFi 6 (AX5400)制式，最高頻寬達 5.4Gbps。它採用 5G NR 無線接入技術，內建 Qualcomm SDX62 5G 模組，最多可連接超過 250 部裝置，並可覆蓋高達 3,000 平方呎，就算全屋再多的 IoT 裝置亦不用擔心。

它的機身同時設有 2.5G WAN/LAN 接口，用戶可因應需要選擇連接額外的光纖寬頻，實現的雙網絡系統。此機又支援 SIP 網絡通訊協定的無線 VoIP 功能，配合標準電話線，可同時提供語音通話功能。此機的定價為 $2,999，現時 Linksys 與 csl 合作，推出 5G 寬頻優惠計劃，只要 $168 月費，並簽訂 37 個月服務合約，便可免費獲得這款 5G 路由器。同時，合約期內將可獲贈 NETVIGATOR SHiELD 及 Now E Now 精選組合。","Tech","/wbase/53"
54,"| 黃俊翔 | 21-04-2023 19:00 | ","https://resource01-proxy.ulifestyle.com.hk/res/v3/image/content/3510000/3510632/2304217asus01_1024.jpg","1cm 極緻纖薄 Notebook ASUS Zenbook S 13 OLED 正式開賣","對於每日要攜帶 Notebook 外出的用戶，機身當然越輕越薄就更好，不少廠商都在挑戰極限。今次，ASUS 便成功製作出只有 1cm 厚、1kg 重量的 Zenbook S13 OLED，並能提供高效能的表現。

全新一代的 Zenbook S 13 OLED，在設計上成功做到 1cm 纖薄與 1kg 輕巧機身，便攜性極高，即使是女士們攜帶外出亦不會有太大負擔。它的機身採用磐石灰配色，低調得來又展現出高雅感覺，同時它秉持永續理念，機身結構使用再生金屬和塑膠，碳足跡減少 50% 以上，而包裝盒亦 FSC 認證紙材包裝，相當環保。它的外殼採用 ASUS 獨家的電漿陶瓷鋁合金材質，透過對環境影響極小的浸泡製程，並可提高耐磨性、散熱、硬度和使用壽命。

它採用 16 : 10 2.8K (2880 x 1800)的全新 Lumina OLED 螢幕，並獲得 Dolby Vision、PANTONE 和 VESA DisplayHDR True Black 500 認證，能夠提供鮮艷奪目的效果，並將最真實的色彩呈現於用戶眼前。同時，它設有 Harman Kardon 認證的 Dolby Atmos 立體聲系統，提供逼真的環繞音效，煲劇睇戲都有出色的音效享受。在規格上，此機最高搭載第 13 代 Intel Core i7 處理器，配備多達 32 GB LPDDR5 記憶體和 1 TB PCIe 4.0 SSD，運算能力相當強勁，但不設獨立顯示卡，較適合作文書及影音娛樂用途。

售價：$13,998 ","Tech","/wbase/54"
55,"| 蘇家華 | 21-04-2023 16:32 | ","https://resource01-proxy.ulifestyle.com.hk/res/v3/image/content/3505000/3508245/0419_19xiaorussia_01_1024.jpg","中國品牌手機在俄市佔率超過 7 成 小米、Realme 包辦前兩名","俄羅斯消費電子產品連鎖店 M.Video-Eldorado 日前公布今年第 1 季智能手機銷售數據，當中提到中國品牌手機在俄市佔率已經超過 7 成，而小米及 Realme 更分別成為最暢銷手機品牌首兩位的。

據 M.Video-Eldorado 第 1 季智能手機銷售數據所知，中國品牌手機在俄羅斯的市佔率比去年大增 42% 至超過 70%，其中小米、Realme 包辦最暢銷手機品牌的前兩名，而 Apple 及 Samsung 的排名就分別由去年同期的第 1、3 位，跌至今年的第 3、4 位。

據報智能手機銷售數據會有這樣的變化，除了 Apple 及 Samsung 因應俄烏戰爭而減少在當地的賣機數量，另一原因是俄國更為依賴中國品牌的產品。說來去年 M.Video-Eldorado 和當地電訊商 MTS 都因應西方制裁致經濟萎縮和薪金下降等因素，開始銷售二手智能手機及折扣機種，為當地消費者提供更便宜的電子產品選擇。","Tech","/wbase/55"
56,"| 蘇家華 | 21-04-2023 12:57 |","https://resource01-proxy.ulifestyle.com.hk/res/v3/image/content/3505000/3509145/0420_33iphone15promax_01_1024.jpg","傳 iPhone 15 Pro Max 攝力有突破 配備 5 至 6 倍光學變焦鏡頭","現時 iPhone 的光學變焦功能最多只得 3 倍，但消息指 Apple 今年推出的最頂級 iPhone 型號 iPhone 15 Pro Max 會改備更強的潛望變焦鏡頭，能實現高達 5 至 6 倍光學變焦，貼近 Google Pixel 7 Pro 和 Samsung Galaxy S23 Ultra 等競爭對手的攝力規格。

早前知名 Apple 分析師郭明錤提到 iPhone 15 Pro Max 會改備更強的潛望變焦鏡頭，能實現高達 5 至 6 倍光學變焦。潛望鏡技術會內置於長焦鏡頭中，並在使用後置鏡頭拍攝照片時，做到高達 6 倍光學變焦，而不會令相質變得模糊或影響質量。原因是由潛望鏡鏡頭感光元件吸收的光線會有彎曲或摺叠情況，從而在設計空間不多的智能手機中，都可做到相機元件之間的距離更大。不過，他也提這款潛望變焦鏡頭只是 iPhone 15 Pro Max 獨家配備，並預料明年也會只配置於 iPhone 16 Pro Max。","Tech","/wbase/56"
57,"| 蘇家華 | 21-04-2023 08:28 |","https://resource01-proxy.ulifestyle.com.hk/res/v3/image/content/3505000/3507306/0418_16chatgptwork_01_1024.jpg","調查指 37％ 打工仔身兼多職 ChatGPT 幫助賺取更多收入","求職網站 Monster 今年較早前進行一項就業調查，提到 37% 受訪者表示自己不止一份全職工作。之所以出現這現象，不只是過往疫情下有不少打工仔可以 work from home，因而有更多空閒時間做其他工作，另外外媒也提一個原因，就是有 ChatGPT 成為工作好幫手，賺取更多收入。

外媒報道提及現時有不少打工仔處於身兼多職的狀態，其中有不願透露姓名的被訪者指自己用 ChatGPT 做兩份工作，並希望增加第 3 份工作，使其將薪金由 US$50 萬（約 HK$393 萬）增加至 US$80 萬（約 HK$628 萬），從而提早達到財務自由、提早退休的目標。另外有技術工作者表示在開始利用 ChatGPT 後，工作就由 2 份增至 4 份。雖然現時沒有數據可知有多少人會利用 AI 工具來工作，但毫無疑問當中可大大減少完成工作所需的時間，因而讓遙距工作的人更能「密密做，密密賺」。

當然，現時疫情減退，不少企業領導都要求員工重返辦公室工作，其中包括迪士尼的 Bob Iger 和 Starbucks 的 Howard Schultz 等。因此打工仔之後能否受惠 work from home 而身兼多職，的確難以確定，但肯定的是日後會有更多工作是交由 AI 完成。","Tech","/wbase/57"
58,"| 蘇家華 | 21-04-2023 02:06 | ","https://resource01-proxy.ulifestyle.com.hk/res/v3/image/content/3505000/3508249/0419_22aiphoto_01_1024.jpg","德國藝術家用 AI 相片贏 Sony 世界攝影大獎 惟其拒絕領獎稱「 AI 不是攝影」","Sony 世界攝影大獎是攝影界其中最關注的獎項之一，不過今年嬴得 Sony 世界攝影大獎的相片並不是真正用相機拍下，而是德國藝術家 Boris Eldagsen 使用 AI 圖像生成器重新編輯不下 20 至 40 次而產生的（見大圖右）。因此 Boris Eldagsen 決定拒絕領獎，並稱「 AI 不是攝影」。

德國藝術家 Boris Eldagsen 今年以名為 PSEUDOMNESIA：Fake Memories 的相片來參加 Sony 世界攝影大獎，當中旨在讓大家憶起 1940 年代的攝影風格。然而這張並不是真正用相機拍下，而是 Boris Eldagsen 使用 AI 圖像生成器重新編輯不下 20 至 40 次而產生，結合了 inpainting、outpainting 及其他技巧，因此 AI 工具成為了共同創作者。他也提雖然這個作品靈感是來自攝影，但提交重點並不在於攝影，而是想讓大會更快意識到 AI 相片及真正用相機拍出來的相片是存在差異，日後應為 AI 生成照片建立獨立競賽獎項。

正因如此，Boris Eldagsen 雖感謝大會選了自己的作品為冠軍，但指出 AI 事實上不是攝影，人工智能圖像和攝影不應同場較量，故此拒絕領獎。過後這張相片已於比賽網站刪除，大會未對事件發表回應。","Tech","/wbase/58"
59,"| 李兆城 | 20-04-2023 23:50 | ","https://resource01-proxy.ulifestyle.com.hk/res/v3/image/content/3510000/3510035/a2_1024.jpg","港燈公布停電初步調查結果 涉工程人員意外接駁後備電纜 對事故深表遺憾","港燈供電系統故障令昨日（4 月 19 日）凌晨出現多區大停電，港燈營運董事鄭祖瀛、港燈輸配電科總經理葉祟泰今晚舉行記者會，發布初步調查結果，表示港燈工程人員在維修保養工程中，意外將後備電纜通電，引發短路和電壓驟降。

港燈輸配電科總經理葉祟泰表示，事發時是南區數碼港電力開關站的 27.5 萬伏特的骨幹輸電系統，港燈工程人員進行維修保養工程中，於調試過程意外將後備電纜通電，引發短路和電壓驟降，並觸發系統的自動保護機制，並引發系統連鎖反應，影響港島區的供電。

港燈營運董事鄭祖瀛鄭祖瀛強調對今次事故深表遺憾，形容事故非常罕見，屬個別事件，會以嚴肅態度處理，並已採取預防措施，避免事故再發生。被問及會否就大停電進行補償？鄭祖瀛回應指，會根據現行機制處理賞罰。","Tech","/wbase/59"
60,"| 李兆城 | 20-04-2023 22:36 | ","https://resource01-proxy.ulifestyle.com.hk/res/v3/image/content/3505000/3509908/a2_1024.jpg","SpaceX 成功發射「星艦」屬最大型火箭 惟 4 分鐘後爆炸","Elon Musk 的 SpaceX 公司今日成功發射「星艦」，為目前最大型火箭，惟升空後約 4 分鐘爆炸。據悉，「星艦」原定會維持 85 分鐘飛行，最終會落在美國夏威夷北部海域。

發生爆炸後，SpaceX 團隊在 twitter 表示會審查數據，為下一次飛行作準備，並表示測試有助提高日後的可靠性。","Tech","/wbase/60"
61,"| 周傳禮 | 20-04-2023 18:36 | ","https://resource01-proxy.ulifestyle.com.hk/res/v3/image/content/3505000/3509766/20230420_AIR_a01_1024.jpeg","Whatsapp 再向 Telegram 「學習」！疑推超大型 Animated Emoji","Facebook 旗下的 Whatapp 好多人用，只是功能老是向對手 Telegram「學習」。最近又有指 Whatsapp 有意強化 Emoji 功能，引入 Telegram 般的 Animated Emoji 動畫化表情符號，而且更會同時升級至大尺吋版本，一改 Whatsapp 現有的 Emoji 生態。

跟據 WABetaInfo 資料所示，Whatsapp 正有意為用家引入 Animated Emoji 將表情符號動態化，似足 Telegram，而且新版 Emoji 亦會像 Telegram 般增大，務求使對話更有趣好玩。

提提大家 Telegram 容許用家關閉 Animated emoji 功能，而目前 Whatsapp 的 Beta 版本則未有；但個人預計為配合不同用家喜好，相信 Whatsapp 在正式推出時，都會加入相應選項。當然，目前 Whatsapp 未有公布正式推出相關功能的時間表。","Tech","/wbase/61"
62,"| 蘇家華 | 20-04-2023 12:40 | ","https://resource01-proxy.ulifestyle.com.hk/res/v3/image/content/3505000/3508259/0419_30carrollabledisplay_01_1024.jpg","Hyundai Mobis 研發車用可捲曲顯示屏 全球首創開車後可顯示行車資訊","可捲曲顯示屏不是甚麼新鮮事，例如 LG 等品牌都有在不同展示這產品，不過如果是車用可捲曲顯示屏，由 Hyundai Mobis 花了兩年時間研發的新產品，就是全球首創。

Hyundai Mobis 研發的車用可捲曲顯示屏，是為全球首款可應用於車廂中的柔性屏幕，當中特別之處是當汽車熄匙時，屏幕會收起來隱藏於車廂中，當開車時，用家可選擇展開 1/3 屏幕來顯示基本行車資訊，又或者展開 2/3 屏幕來使用導航功能。品牌表示，這款車用可捲曲顯示屏會安裝於車內通常設置導航系統的位置，即中控台一帶，也因着其可捲曲的設計，能為車廠帶來更多車廂設計的可能性。供了更多空間來提出創造性的室內設計概念。

現時這款車用可捲曲顯示屏的目標顧客是歐美奢侈車廠，日後產品將配備 QHD 或更高的解像度，以及 30 吋以上的版本，迎合之後車用顯示屏潮流。","Tech","/wbase/62"
63,"| 蘇家華 | 20-04-2023 07:17 | ","https://resource01-proxy.ulifestyle.com.hk/res/v3/image/content/3505000/3507297/0418_09cross_01_1024.jpg","上海首個智能斑馬線預警系統登場 紅光及語音提示注意安全","行人用斑馬線過馬路理應時刻注意路面情況，不過如果利用科技輔助就可以更安全地過馬路，又的確不會抗拒的。日前上海首個智能斑馬線預警系統正式上場，落戶崇明區高島路。

落戶崇明區高島路的上海首個智能斑馬線預警系統會連接兩個小社區，當中因為無交通燈控制，路段交通本身又比較繁忙，不論人、車流都大，加上晚上環境光線亦較昏暗，故此智能斑馬線預警系統的出現，透過多條紅色光線投射至其約小腿高度，以及懂得發出發出語音提示，從而做到提升行人於夜間過馬路的安全性外，也改善雨霧等惡劣天氣下會令司機視野較差，難於看到行人的問題。未來智能斑馬線預警系統會安裝至全市其他地方，並會因應不同使用需要而作出針對性改良。","Tech","/wbase/63"
64,"| 黃俊翔 | 20-04-2023 05:01 |","https://resource01-proxy.ulifestyle.com.hk/res/v3/image/content/3505000/3509155/2304207gp01_1024.jpg","Google 向監管機構屈服 將開放 Google Play 第三方支付選項","對於 Android 用戶，Google Play 軟件商店相信肯定相當熟悉，透過它可以下載各式各樣的 Apps，對於一些 App 內購買項目，亦能以 Google Play 結帳。

一直以來，Google 都要求程式開發者，若 App 設有內置購買功能，要以 Google Play 向用戶收款，並會收取開發者一定的行政費。不過，日後情況可能會有變，皆因英國競爭與市場管理局 (CMA) 表示，Google 方面就去年 6 月壟斷的指控，向當局提議開發者開放使用第三方支付工具收款選項的建議，作為和解方案。

當局去年的主動調查指，由於 Google 限制開發者使用官方途徑收款，並收取一定費用的做法，阻礙公平競爭，同時亦影響消費者的利益。英國 CMA 反壟斷主管 Ann Pope 向傳媒表示，很高興看見 Google 作出承諾，讓數以千計的程式開發者獲得收款自由，並會一直監督 Google 的承諾是否得到充份實施。現時，其實有部份大機構開發的程式，經已為用戶提供從網頁訂閱付費功能的選項，一般會較從 Google Play 或 App Store 直接付款便宜 10-20%。","Tech","/wbase/64"
65,"| 黃俊翔 | 20-04-2023 01:59 |","https://resource01-proxy.ulifestyle.com.hk/res/v3/image/content/3505000/3509153/2304207ad01_1024.jpg","Adobe 確認 Firefly 將加入 Creative Cloud Firefly 全面提升影音創作效率","現時生成式 AI 的流行，若果加以善用，能大大提升工作效率，由其是從事創作的用戶。最近，Adobe 便確認 Firefly 將會加入到 Creative Cloud，對於影音接剪的工作流程有革命性的改變。

目前多個科技巨頭都分別發表自家的生成式 AI，而 Firefly 便是 Adobe 為創作者而設的產物，目前仍處於公開測試階段，用戶可以點擊此連結登記排隊試用。透過 Firefly，除了可以生成圖片之外，還支援影片和音訊概念，包括透過文字指令改變顔色、音樂和聲音效果、動畫字體、圖形和標誌、劇本和 B-roll 功能等。換言之，即使用戶沒有太多影音創作經驗，都將能運用自己的語言輕鬆地創造想像中的內容。

作為 Adobe 的皇牌產品，官方正式確認 Firefly 會在將來加入至其中，從事創作的用戶可以透過嶄新的生成式 AI 協助製作影片，透過創意指南功能，更可提供個人化教學指引，讓用戶掌握新技能，並更快地完成從初步構想到創作和編輯的過程。","Tech","/wbase/65"
66,"| 蘇家華 | 19-04-2023 22:38 | ","https://resource01-proxy.ulifestyle.com.hk/res/v3/image/content/3505000/3508250/0419_23samsungbing_01_1024.jpg","Google 大難臨頭？ 傳 Samsung Galaxy 裝置改用 Bing 為預設搜尋引擎","市場有傳 Samsung Galaxy 智能手機及平板電腦等起用 Android 作業系統的裝置將有重大改變，就是會改用 Microsoft Bing 為預設搜尋引擎，取代沿用多時的 Google！如為這樣，對 Google 而言確實是重大危機。

外媒報道提到 Samsung Galaxy 智能手機及平板電腦等起用 Android 作業系統的裝置會改用 Microsoft Bing 為預設搜尋引擎，而該傳聞令 Google 進入恐慌模式，且堅信 Samsung 想改用 Bing 作為預設搜尋引擎是因為 Bing 提供的 AI 功能。

有見及此，Google 現時有超過 160 名設計師、工程師、高層和其他員工全力為搜索引擎進行升級，並具有人工智能功能，名為 Magi 項目，從而更加個性化的搜尋體驗，而當中有可能於 5 月舉行的 Google I/O 2023 發布，並於今年秋季推出更多功能。預料當中初期只有 100 萬美國用家使用，到年底的用戶數量將增至 3,000 萬。

報道又稱，Samsung 此機有機會令 Google 每年損失 30 億美元（約 234 億港元 ）收入。","Tech","/wbase/66"
67,"| 袁耀坤 | 19-04-2023 20:08 | ","https://resource01-proxy.ulifestyle.com.hk/res/v3/image/content/3505000/3508708/Appleog1_1024.jpg","家居安全好幫手 全新HomePod 聲音識別警報功能","都市人生活早出晚歸，唔想屋企發生突發事情而又無從得知，而且手足無措？近日，全新HomePod 及 HomePod mini 已經開始支援聲音識別功能（Sound Recognition），提升用戶家居安全，馬上睇內文了解更多產品更新詳情！

HomePod 與 HomePod mini 用戶可在「家居」app 上設定聲音識別功能，它的煙冒探測器和一氧化碳探測器能識別有害物質並發出警號聲，立即發通知到用戶 iPhone、Apple Watch 和 iPad上。用戶更可以在 iPhone 和 iPad 上直接聽取相關錄音。另外，聲音識別功能亦確保了用戶私隱安全，所有音頻識別分析皆在裝置上進行，當用戶 Check-in 時訊息內容均是端對端加密。

產品功能及售價詳情：

用戶出門後，仍然可以掌握家居狀況，相關通知會直接顯示在 iPhone 屏幕鎖定畫面， 而且「家居」app 的頂部會出現橫幅通知，讓用戶了解警報情況。當用家按入 iPhone 的通知或「家居」app 上方橫幅收聽家居環境聲音，Siri 會在家中廣播家庭成員正在 Check-in的情況。  如果同一空間內有相機，通知中亦會包括現場影片，方便用戶了解情況。

HomePod 建議零售價：HK$2,299","Tech","/wbase/67"
68,"| 袁耀坤 | 22-04-2023 17:09 | ","https://resource01-proxy.ulifestyle.com.hk/res/v3/image/content/3505000/3508562/mcrosoft1350_1024.jpg","新一波人工智能競賽！ 微軟AI 晶片「雅典娜」圖取代NVIDIA","人工智能風潮正盛，科技巨頭之間的技術競賽消息更是令人為之震奮！日前，微軟（Microsoft）準備推出人工智能晶片，用於為大語言模型（Large Language Model）提供動力。有傳微軟這項計劃目的是取代現在從其他供應商購買的晶片，從而降低營運成本和節省時間。

據外電 18日報道，微軟希望推出自行研發的AI晶片Athena，而且性能優於目前其他供應商，從而節省其在昂貴的AI業務上的時間和成本，並似乎有意取代另一巨頭—NVIDIA。消息人士指出，早在2019年，微軟就一直在開發這種內部代號為「雅典娜」(Athena)的晶片。其中一名員工表示，微軟和OpenAI的一小部分員工已經可以使用這些晶片，而他們正在測試這項技術應用在GPT-4等系統的性能表現。

假如微軟成功推出自研 AI 晶片，微軟在人工智能技術發展方面的地位將得到躍升，與其他三大同樣擁有 AI 晶片技術的科技巨頭（Amazon、Google及 Meta）平起平坐。 然而，有分析人士認為，微軟自研晶片在短時間內難以完全取代NVIDIA的 AI晶片，而且其製造工藝也至少落後NVIDIA一代。","Net","/wbase/68"
69,"| 袁耀坤 | 21-04-2023 14:38 | ","https://resource01-proxy.ulifestyle.com.hk/res/v3/image/content/3510000/3510233/1350fd_1024.jpg","傳奇品牌推革新產品 全新 Fender Audio RIFF 智能音箱登場","相信 Fender 品牌，對玩開音樂的朋友來說絕對不會陌生！日前，Fender 推出 Fender Audio RIFF 智能音箱，在原有基本功能和規格上，加入智能操作的心思，馬上睇內文了解更多產品資訊詳情！

作為一款藍牙喇叭，Fender Audio RIFF 擁有 60W 輸出、接近 30 小時續航能力，而且擁用6.3mm 插頭輸入讓用家方便接駁不同樂器。此外，RIFF 設有全頻單元、高音單元、被動式低音單元各兩個，擁有 60W 的輸出功率，能發出清晰而沉穩的音色。

智能元素 全新體驗
全新多用途音樂喇叭 Fender Audio RIFF 就是一款能夠同時滿足樂手與樂迷的產品。不但細小便攜，更能兼作結他 Amp （Amplifer）。Fender Audio RIFF 在藍牙喇叭的功能和設計之上，機身加入了觸控木飾板，用戶能透過觸碰、滑動來控制音量、EQ及切換不同模式。除此之外，用家亦可在手機上安裝 Fender RIFF 應用程式，配合手機使用 Auto-EQ 自動空間修正，按 App 上顯示的步驟，發射不同頻率的聲音，RIFF 可以分析聲音在當時環境的反射情況，數分鐘內就可因應聆聽環境及個人喜好，進行合適的音效設定。

Fender Audio RIFF 售價：HK$3,680，隨機附送黑紅色尼龍手提帶，首批會加送香港版 Fender 經典結他圖紋手提帶，送完即止。","Net","/wbase/69"
70,"| 袁耀坤 | 20-04-2023 20:28 | ","https://resource01-proxy.ulifestyle.com.hk/res/v3/image/content/3505000/3509410/pc1350_1024.jpg","漢科開倉大激減 MSI、Acer 電競顯示器低至 7 折！","想趁消費劵期間盡興掃貨，又想享有平價優惠？漢科 Hornington 即將舉辦電腦 Outlet 不但各類電腦產品、電競耳機、鍵盤以優惠價發售，更有來自MSI、Acer 的產品，馬上睇內文了解更多開倉優惠詳情！

開倉優惠詳情
漢科電腦 Outlet 將於 4 月 21 及 22 日舉行，特賣場內多種電腦產品均有折扣優惠，包括電競顯示器、電競耳機、鍵盤及電競椅等。MSI MAG272CQR 27吋 2K 顯示屏只售 HK$ 1,599！Acer VG252Q Sbmiipx 25吋 FHD 顯示屏亦只售 HK$ 1,199！同場亦有平價電競椅發售，Province 5 英超球隊授權電競椅 HK$ 699 起。

此外，漢科亦接受多種付款方式，包括Alipay，Wechat Pay，FPS, 八達通，Payme，VISA，Master 或現金。

開放日期：2023 年 4 月 21 及 22 日（星期五及星期六）
時間：10:00 - 16:00
地址：觀塘鴻圖道 57 號南洋廣場 1606 - 1607 室","Net","/wbase/70"
71,"| 蘇家華 | 19-04-2023 21:08 |","https://resource01-proxy.ulifestyle.com.hk/res/v3/image/content/3505000/3508243/0419_17hamasushi_01_1024.jpg","壽司郎事件影響深遠 日本 Hama Sushi 改推虛擬迴轉壽司","早前日本一名 17 歲學生在日本迴轉壽司連鎖店壽司郎做出狂舔茶杯、醬油瓶等驚人舉動，事件不只備受全城熱論，連不少迴轉壽司店都顧客量大減，令生意大受影響。雖然後來有迴轉壽司店不再把壽司放在迴轉帶上奉客，但當地一間名為 Hama Sushi 的連鎖店就想到以虛擬迴轉壽司代替，既保留迴轉壽司特色，又能保持店內清潔衛生。

日本 Twitter 用戶 ofen 近日到當地一間名為 Hama Sushi 的迴轉壽司連鎖店用餐時，就發現店內改推虛擬迴轉壽司奉客，只要按下屏幕上的迴轉壽司，之後再選擇件數確定，便可下單等吃。雖然沒有真正的壽司放在輸送帶讓客人自取，但感覺上就更為 hi-tech，又夠清潔衛生，難怪有不少網友留言大讚：「即使是虛擬，但也有努力做壽司，很好」、「善用了迴轉壽司優勢」、「很衛生，希望所有分店都有配備」等。","Net","/wbase/71"
72,"| 袁耀坤 | 19-04-2023 04:18 | ","https://resource01-proxy.ulifestyle.com.hk/res/v3/image/content/3505000/3507553/34444_1024.jpg","新一輪電腦優惠！HP 電腦產品低至 1 折","想趁消費劵期間添置全新電腦產品，還要平價入手兼收優惠回贈？HP 新一輪優惠登場！多款全新 HP 系列電腦均以低價發售，購買屏幕、打印機等電腦配件更會送出限量贈品，馬上睇內文了解更多優惠和產品詳情！

HP 將於 4 月 19 至 24 日於銅鑼灣時代廣場舉行閃購日，多款全新電腦產品 1 折發售，優惠產品包括：手提電腦、桌上電腦、多合一打印機和屏幕等。

HP 優惠詳情
HP 348 G7 只售 HK$2,499 ，低至 42 折，每日限量 3 件！ HP E23 G4 23 吋 FHD 顯示屏 HK$999 起。另外，購物 HP Deskjet 2722e 多合一打印機 （HK$ 390） 即送價值 $4,700學習課程及Instant Ink 免費打印5個月的優惠服務(共7500張)，數量有限，售完即止。

最重要的是，今次 HP 門市開倉亦都可以使用消費劵支付，而且現場提供 HP 6 大專門店售後支援服務、免費現場升級記憶體及舊電腦 Trade-in 等優惠。

開倉地點及時間
銅鑼灣時代廣場一座 16 樓 時代廣場展銷集
4月19日至24日，11:00 - 21:00","Net","/wbase/72"
73,"| 袁耀坤 | 18-04-2023 19:07 | ","https://resource01-proxy.ulifestyle.com.hk/res/v3/image/content/3505000/3507767/a1_1024.jpg","綠色生活新設計 全新八達通 「世界地球日」 卡面【附領取方法】","近年，香港市民的環保意識有所提升，亦開始意識到愛護大自然的重要性。由即日（18 日）起，iPhone 及 Apple Watch 上的八達通用戶可以透過八達通 App 內的「八達通卡面商店」免費領取合共 8款「世界地球日」卡面，有效期為領取卡面日起計的 3 年， 馬上睇內文了解更多新卡面詳情。

今次八達通在iPhone 及 Apple Watch 上推出由 4 位本地藝術家所設計的 8 款全新八達通卡面，分別對應 4 種藝術家們希望傳遞的環保意識和生活概念。

Cuson Lo：回收及升級再造
以經典角色「怪叔叔」深入⺠心的人氣插畫師 Cuson Lo 就選擇了回收再造為主題，創作了兩款分別名為：升級再造和回收行動的卡面。「升級再造」是想表達出在日常生活多花心思，化廢為寶，學會物盡其用，而「回收行動」就是希望大家都可以身體力行，做好分類回收，養成循環再用的習慣。

無紙用工作室：交通運輸 
「無紙用工作室」由林嘉恒「恒仔」主創，作品風格鮮明，懷舊電影手繪海報風格，結合現代電影，以及香港本地元素進行創作，所以今次的新卡面也有向懷舊電影致敬的元素。 作品「那日清晨」表達多乘搭公共交通工具，實行低碳生活。另外，「碳排放少D」 提倡少用私家車，多選搭低碳公共交通工具。

小克 ：環保愛地球
香港知名畫家及詞人「小克」以筆下角色「聾貓」的可愛形象而聞名，今次亦將這個角色畫進卡面當中。「我愛地球愛我」表達畫師對地球的愛，珍惜地球上的生物。而「每日愛地球+1 」提倡多用八達通，為地球出一力。

謝曬皮 ：和邁向綠色生活 
從小熱愛藝術，並視畫畫為終生職業的畫師「謝曬皮」熱愛以作品記錄和觀察生活中的小事。今次就以步行為靈感，創作「綠色生活的天空」表達出步行的好處，多觀看風景，而「給自己綠色的家」就表達出在家居多擺放綠色植物，多吸一口新鮮空氣。","Net","/wbase/73"
